x	y	study
-0.1608716367126408	0.8385022129554628	demo_rnorm_in_r
1.0652488679287373	-1.8552954747446033	demo_rnorm_in_r
0.824422807298054	-0.4172951539815355	demo_rnorm_in_r
-0.7728315792985576	0.2621743349354901	demo_rnorm_in_r
-1.496828722611297	0.4811522540454875	demo_rnorm_in_r
-0.6234681176148621	-1.39115699901078	demo_rnorm_in_r
-0.9457043525542941	1.466893618726612	demo_rnorm_in_r
0.5986382929261927	-0.5228085658170953	demo_rnorm_in_r
1.4233978998101815	-0.2632373287894269	demo_rnorm_in_r
1.6875613267982128	0.26911945379887386	demo_rnorm_in_r
0.10035981632260044	-0.10107089109921967	demo_rnorm_in_r
-1.7330989317530376	1.0141766474690388	demo_rnorm_in_r
1.4721826839073806	0.004134404965985817	demo_rnorm_in_r
-0.6556462311866857	0.3543856190858543	demo_rnorm_in_r
0.6865020143031287	0.29521649908062214	demo_rnorm_in_r
-1.068055552415756	-0.09324659196928378	demo_rnorm_in_r
0.31804192517891366	0.10964856333125113	demo_rnorm_in_r
-1.6564805211910882	-0.7584273205210049	demo_rnorm_in_r
1.2893213620897672	-0.2000612572680127	demo_rnorm_in_r
-0.1553773386423409	-1.061408326082189	demo_rnorm_in_r
-0.13167946159101607	-0.8629634300764849	demo_rnorm_in_r
1.9037451120888296	-0.417739817880046	demo_rnorm_in_r
-1.6033553501087283	0.5439525777504293	demo_rnorm_in_r
1.5049043893042617	0.22407122980355862	demo_rnorm_in_r
-1.2482207908504146	-0.6707276636590458	demo_rnorm_in_r
-1.6001057220774904	-2.8724837560084255	demo_rnorm_in_r
0.5346847490220807	0.1785596102920315	demo_rnorm_in_r
1.0647974513416174	-2.1830748728044984	demo_rnorm_in_r
-0.6901406052386839	-2.345319121722717	demo_rnorm_in_r
0.9747762014675113	0.02000806440370859	demo_rnorm_in_r
-0.7945638049774099	-1.5144609551350112	demo_rnorm_in_r
0.49094543657187883	0.17238373207715033	demo_rnorm_in_r
0.5248922739065305	1.1966948523674028	demo_rnorm_in_r
0.04710061707640628	0.11537168750367464	demo_rnorm_in_r
1.611020246220006	0.9788979690171739	demo_rnorm_in_r
-0.6449933575903545	1.09385124242424	demo_rnorm_in_r
-1.258776813545421	0.1789797780786467	demo_rnorm_in_r
-1.6392798756455178	-0.604225079843132	demo_rnorm_in_r
1.4137856924376626	2.074843844159685	demo_rnorm_in_r
-0.6622112751642673	-0.7206019631457969	demo_rnorm_in_r
-0.4822451075871206	1.6275852641275967	demo_rnorm_in_r
-0.8985352454118829	-0.11917697728188607	demo_rnorm_in_r
-0.8988487662870578	-0.9181120417683658	demo_rnorm_in_r
2.098391483807995	0.2429349882919488	demo_rnorm_in_r
-0.6571887173459909	-0.22874315463967032	demo_rnorm_in_r
-0.2447002056774201	-1.1903172106636946	demo_rnorm_in_r
-0.31605104354165814	1.103361189435429	demo_rnorm_in_r
0.8635464302718918	1.3702800724911617	demo_rnorm_in_r
2.1001765943284316	-0.39050384427945667	demo_rnorm_in_r
-1.0131118828419536	0.881724459381698	demo_rnorm_in_r
0.17722293678347106	-0.2979116007777357	demo_rnorm_in_r
-0.7211787967073364	-1.307891102816048	demo_rnorm_in_r
0.20077226799224407	1.6971579880916248	demo_rnorm_in_r
-1.186236500233632	-0.8644013423643745	demo_rnorm_in_r
0.4735888150185205	-0.33676171763454404	demo_rnorm_in_r
0.6928074235037748	0.3628078589339791	demo_rnorm_in_r
-0.2330394169231447	-0.6298298593068341	demo_rnorm_in_r
-0.9691855354267351	0.7027641776737845	demo_rnorm_in_r
1.1570549129511036	0.253266652258844	demo_rnorm_in_r
-0.05254264293804651	-0.09199188539195381	demo_rnorm_in_r
1.1067090890493214	0.8493946048551695	demo_rnorm_in_r
1.3170614028542116	-2.3741234786918013	demo_rnorm_in_r
-1.746021321256721	-0.948151960198413	demo_rnorm_in_r
-1.0894655649136882	1.677276186519998	demo_rnorm_in_r
-0.9399993949553653	0.35632707913947187	demo_rnorm_in_r
1.3487610482353292	1.2370517192739268	demo_rnorm_in_r
-0.23758352366455077	0.7947768956149094	demo_rnorm_in_r
0.83703307345079625	0.9994281531890524	demo_rnorm_in_r
-1.7200397324440686	-0.4738980690378862	demo_rnorm_in_r
-0.47226503406228	-1.208991068660903	demo_rnorm_in_r
0.25345044131029354	2.345821876174741	demo_rnorm_in_r
-1.1048349233191264	0.37626022839401163	demo_rnorm_in_r
0.11529283253765926	1.0757300306177773	demo_rnorm_in_r
-0.28754567523257873	-0.8766791333605852	demo_rnorm_in_r
-0.771713484041203	-0.07420536189905583	demo_rnorm_in_r
0.319494950130399	0.049959098576323815	demo_rnorm_in_r
-0.43862480099820805	0.42483735995658783	demo_rnorm_in_r
0.44237360428441463	0.35714138520839955	demo_rnorm_in_r
0.7572905491294152	-0.7295028287917461	demo_rnorm_in_r
1.159524518292492	-0.6512670053847903	demo_rnorm_in_r
0.6455063201576315	0.5043544919133333	demo_rnorm_in_r
-0.2237962891765163	-0.5571727116811344	demo_rnorm_in_r
-1.2421912004861917	2.5755930640721023	demo_rnorm_in_r
-0.8343505524130324	0.05438163338204947	demo_rnorm_in_r
-0.7770962117889173	-0.04571948928973672	demo_rnorm_in_r
-0.0367743896655571	-0.593775729706478	demo_rnorm_in_r
-0.21827576080399444	-0.05828007742291485	demo_rnorm_in_r
0.2030637943102903	0.5389709034530196	demo_rnorm_in_r
-0.38298765932748546	-1.0871920862274571	demo_rnorm_in_r
-1.056074499456295	-1.1590374865054491	demo_rnorm_in_r
0.4666479421892471	-0.7032508180675895	demo_rnorm_in_r
0.6072237748067815	-0.4448866728425614	demo_rnorm_in_r
-1.2558034676087684	-1.3274654781855937	demo_rnorm_in_r
-1.8768314466288758	1.9068439494994216	demo_rnorm_in_r
-0.1894939706804921	-0.7620435708651546	demo_rnorm_in_r
-1.0662789644268156	-0.8274345190795471	demo_rnorm_in_r
1.0095891692313879	-1.4507221468410842	demo_rnorm_in_r
-0.2374005690154538	0.8721763953001955	demo_rnorm_in_r
0.7709606590750234	0.08315380633442986	demo_rnorm_in_r
0.8196603922539735	0.6618595047075835	demo_rnorm_in_r
